"season_type","week","posteam","defteam","qtr","down","ydstogo","ydsnet","shotgun","pass_location","pass_length","air_yards","complete_pass","incomplete_pass","interception","passer","passer_player_id","passer_player_name"
"REG",11,"CAR","WAS",4,3,3,91,1,NA,NA,NA,0,0,0,"C.Newton",NA,NA
"REG",11,"CAR","WAS",4,1,10,91,1,"right","short",5,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,1,10,91,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,1,10,91,0,"left","short",12,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,1,10,91,1,"right","deep",23,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,NA,0,91,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,NA,0,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,1,10,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,2,8,58,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,1,10,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,2,12,58,1,NA,NA,NA,0,0,0,"T.Heinicke","00-0031800","T.Heinicke"
"REG",11,"WAS","CAR",4,3,21,58,1,"right","short",12,1,0,0,"T.Heinicke","00-0031800","T.Heinicke"
"REG",11,"WAS","CAR",4,4,3,58,1,"left","short",6,1,0,0,"T.Heinicke","00-0031800","T.Heinicke"
"REG",11,"WAS","CAR",4,1,10,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,2,12,58,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,1,10,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,2,7,58,1,"right","deep",22,0,1,0,"T.Heinicke","00-0031800","T.Heinicke"
"REG",11,"WAS","CAR",4,3,7,58,1,"left","deep",22,0,1,0,"T.Heinicke","00-0031800","T.Heinicke"
"REG",11,"WAS","CAR",4,4,7,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,4,2,58,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,NA,0,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,1,10,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,1,20,9,1,"right","short",5,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,2,13,9,1,"right","short",4,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,3,7,9,1,"right","short",3,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,NA,NA,4,NA,0,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,4,3,9,1,"left","short",2,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"WAS","CAR",4,1,10,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,1,5,23,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,NA,NA,4,NA,0,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,1,10,23,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,NA,NA,4,NA,0,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,2,10,23,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,NA,NA,4,NA,0,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",11,"WAS","CAR",4,3,10,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,4,3,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,NA,0,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"CAR","WAS",4,1,10,23,1,"left","short",5,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,2,2,23,1,"left","short",11,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,1,10,23,1,"middle","short",2,0,1,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,2,10,23,1,"right","short",3,1,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,3,3,23,1,"left","short",4,0,1,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"CAR","WAS",4,4,3,23,1,NA,NA,NA,0,0,0,"C.Newton","00-0027939","C.Newton"
"REG",11,"WAS","CAR",4,1,10,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,"WAS","CAR",4,2,11,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",11,NA,NA,4,NA,0,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"ATL","JAX",1,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,1,10,22,0,"left","short",2,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,2,4,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,2,9,22,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,3,9,22,1,"right","short",3,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,1,10,22,1,"left","short",0,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,2,10,22,1,NA,NA,NA,0,0,0,"M.Ryan",NA,NA
"REG",12,"ATL","JAX",1,3,3,22,1,"left","short",2,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,2,5,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,3,7,22,1,"right","short",5,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,4,7,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,4,12,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,1,10,23,1,"left","short",-4,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",1,2,9,23,0,"right","short",8,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",1,1,10,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,2,4,23,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,3,4,23,1,"right","short",5,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",1,1,10,23,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,1,15,23,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,2,10,23,1,"left","deep",30,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",1,3,10,23,1,"left","deep",21,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",1,4,10,23,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,1,10,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,2,6,81,1,NA,NA,NA,0,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,3,13,81,1,"middle","short",-1,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,1,10,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,1,10,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,1,10,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,2,9,81,0,"middle","short",10,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",1,1,10,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,1,7,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",1,NA,0,81,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,NA,0,37,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,1,10,37,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",1,NA,0,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"JAX","ATL",2,2,4,37,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,3,1,37,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,1,10,37,1,"left","short",4,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,2,1,37,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,1,10,37,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,2,7,37,0,"left","deep",34,0,0,1,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"ATL","JAX",2,1,10,44,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,2,9,44,0,"middle","short",4,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,3,2,44,1,"left","short",-4,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,4,2,44,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,1,10,44,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,1,10,44,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,2,6,44,0,"left","short",7,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,3,6,44,1,"left","short",4,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,4,6,44,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,1,10,9,1,"middle","short",5,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,2,2,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,1,10,29,1,"right","short",0,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,2,10,29,1,"right","short",8,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,3,10,29,1,"right","short",0,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,4,6,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,1,10,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,NA,0,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,NA,0,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,1,10,70,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,2,2,70,0,"right","short",6,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,1,10,70,0,"left","short",9,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,2,10,70,1,NA,NA,NA,0,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,3,22,70,1,"middle","short",4,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,1,10,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,2,2,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,3,1,70,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,1,10,70,1,"left","short",-6,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,2,NA,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"JAX","ATL",2,2,11,70,1,"left","deep",21,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,1,9,70,1,"right","short",-2,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,2,NA,0,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,2,11,70,1,"right","short",7,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,3,11,70,1,"left","short",5,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,2,NA,0,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,4,3,70,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,NA,0,7,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",2,1,10,7,1,"middle","short",1,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",2,2,3,7,1,"right","deep",19,0,0,1,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"JAX","ATL",2,1,10,9,1,"right","short",9,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,2,NA,0,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,2,1,9,1,"right","short",6,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",2,3,1,9,1,"left","deep",19,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,2,NA,0,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",2,4,1,9,1,"left","deep",20,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,2,NA,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"JAX","ATL",3,NA,0,25,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,1,10,25,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,2,6,25,1,NA,NA,NA,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,1,10,25,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,2,6,25,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,3,3,25,1,"right","short",4,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,4,3,25,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,1,10,88,1,"middle","short",8,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",3,1,10,88,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,2,6,88,0,"left","short",0,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",3,1,10,88,1,"right","short",3,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",3,1,10,88,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,2,8,88,1,"right","short",7,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",3,1,10,88,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,2,9,88,1,"right","short",-2,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",3,3,4,88,1,"left","short",9,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",3,NA,0,88,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,NA,0,7,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,1,10,7,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,2,8,7,0,"right","deep",20,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,3,8,7,1,"right","short",-2,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,4,3,7,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,1,10,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,2,8,9,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,3,1,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,4,1,9,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,1,10,72,1,"left","short",13,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,1,10,72,0,"right","short",-5,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,2,15,72,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,3,3,72,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,1,10,72,1,"right","deep",31,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,2,10,72,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,3,1,72,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",3,1,10,72,1,"middle","deep",21,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,1,7,72,1,"middle","short",7,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",3,NA,0,72,0,NA,NA,NA,0,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"ATL","JAX",3,NA,0,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,1,10,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",3,NA,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"ATL","JAX",4,2,4,29,1,"middle","short",8,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,1,10,29,0,"right","short",0,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,1,10,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,2,9,29,1,"left","short",5,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,3,9,29,1,"left","short",5,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,4,9,29,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,1,10,74,1,"left","short",-1,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,1,10,74,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,2,7,74,1,"left","short",3,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,1,10,74,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,2,11,74,1,NA,NA,NA,0,0,0,"T.Lawrence",NA,NA
"REG",12,"JAX","ATL",4,3,1,74,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,1,10,74,1,"right","short",8,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,1,10,74,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,1,15,74,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,2,5,74,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,3,1,74,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,1,6,74,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,NA,NA,4,NA,0,74,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,1,16,74,1,"left","deep",16,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,2,16,74,1,"right","deep",16,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,3,16,74,1,"right","deep",16,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,4,16,74,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,2,8,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,2,13,22,1,"left","short",9,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,3,4,22,1,"right","short",7,1,0,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,2,4,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,3,2,22,0,NA,NA,NA,0,0,0,"M.Ryan",NA,NA
"REG",12,"ATL","JAX",4,1,10,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,2,5,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,NA,NA,4,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,NA,NA,4,NA,0,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,3,3,22,1,"right","short",1,0,1,0,"M.Ryan","00-0026143","M.Ryan"
"REG",12,"ATL","JAX",4,4,3,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,4,9,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,4,14,22,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"JAX","ATL",4,1,10,11,1,"right","short",0,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,NA,NA,4,NA,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"JAX","ATL",4,2,7,11,1,"left","short",6,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,3,7,11,1,"left","short",8,1,0,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,1,10,11,1,"middle","deep",20,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,2,10,11,1,"left","short",0,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,3,10,11,1,"middle","deep",17,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"JAX","ATL",4,4,10,11,1,"right","deep",16,0,1,0,"T.Lawrence","00-0036971","T.Lawrence"
"REG",12,"ATL","JAX",4,1,10,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"ATL","JAX",4,2,11,-2,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,NA,NA,4,NA,0,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,NA,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"NO","BUF",1,NA,0,7,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,1,10,7,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,2,8,7,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,3,10,7,1,"middle","short",3,1,0,0,"T.Siemian","00-0032156","T.Siemian"
"REG",12,"NO","BUF",1,4,3,7,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,1,10,65,0,"right","short",5,1,0,0,"J.Allen","00-0034857","J.Allen"
"REG",12,"BUF","NO",1,1,10,65,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,2,4,65,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,1,10,65,1,"right","short",6,1,0,0,"J.Allen","00-0034857","J.Allen"
"REG",12,"BUF","NO",1,2,1,65,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,1,10,65,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,2,5,65,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,3,3,65,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,1,6,65,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,2,7,65,1,"left","short",-1,1,0,0,"J.Allen","00-0034857","J.Allen"
"REG",12,"BUF","NO",1,NA,0,65,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,NA,0,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,1,10,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,2,7,24,1,"right","short",-5,1,0,0,"T.Siemian","00-0032156","T.Siemian"
"REG",12,"NO","BUF",1,1,10,24,0,"left","short",11,1,0,0,"T.Siemian","00-0032156","T.Siemian"
"REG",12,"NO","BUF",1,1,10,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"NO","BUF",1,1,15,24,1,"middle","short",4,0,1,0,"T.Siemian","00-0032156","T.Siemian"
"REG",12,"NO","BUF",1,2,15,24,1,"left","short",-4,1,0,0,"T.Siemian","00-0032156","T.Siemian"
"REG",12,"NO","BUF",1,3,2,24,1,NA,NA,NA,0,0,0,"T.Siemian","00-0032156","T.Siemian"
"REG",12,"NO","BUF",1,4,11,24,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,1,10,-1,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,2,5,-1,0,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,3,2,-1,1,NA,NA,NA,0,0,0,"J.Allen",NA,NA
"REG",12,"BUF","NO",1,1,10,-1,0,"right","short",-3,0,1,0,"J.Allen","00-0034857","J.Allen"
"REG",12,"BUF","NO",1,2,10,-1,1,NA,NA,NA,0,0,0,NA,NA,NA
"REG",12,"BUF","NO",1,3,13,-1,1,NA,NA,NA,0,0,0,"J.Allen","00-0034857","J.Allen"
"REG",12,"BUF","NO",1,NA,0,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REG",12,"BUF","NO",2,4,22,-1,0,NA,NA,NA,0,0,0,NA,NA,NA
